year,ISO,LiNo,latitude,longitude,Brandt_index,Aeg_aed_index,Res_index,Contain_index,Larvae_index,,date,
2011,20,82,22.6513662,120.32301,4,0,4,5.128205128,6,,2011/5/9,2011/5/15
2011,22,82,22.6513662,120.32301,0,0,0,0,0,,2011/5/23,2011/5/29
2011,27,82,22.6513662,120.32301,4,0,4,5.263157895,24,,2011/6/27,2011/7/3
2011,3,82,22.6513662,120.32301,0,0,0,0,0,,2011/1/10,2011/1/16
2011,36,82,22.6513662,120.32301,6.214689266,0.02259887,5.649717514,5.583756345,31.63841808,,2011/8/29,2011/9/4
2011,37,82,22.6513662,120.32301,10,0,10,5.555555556,10,,2011/9/5,2011/9/11
2011,45,82,22.6513662,120.32301,2.702702703,0.047297297,2.702702703,3.636363636,41.21621622,,2011/10/31,2011/11/6
2011,46,82,22.6513662,120.32301,13.70967742,0.048387097,8.333333333,15.98746082,175.8064516,,2011/11/7,2011/11/13
2011,48,82,22.6513662,120.32301,0,0,0,0,0,,2011/11/21,2011/11/27
2011,50,82,22.6513662,120.32301,2,0,2,1.754385965,6,,2011/12/5,2011/12/11
2011,9,82,22.6513662,120.32301,0,0,0,0,0,,2011/2/21,2011/2/27
2012,1,82,22.6513662,120.32301,0,0,0,0,0,,2012/1/1,2012/1/1
2012,10,82,22.6513662,120.32301,0,0,0,0,0,,2012/2/27,2012/3/4
2012,11,82,22.6513662,120.32301,2,0,2,4.347826087,0,,2012/3/5,2012/3/11
2012,12,82,22.6513662,120.32301,0.657894737,0,0.657894737,2.173913043,0,,2012/3/12,2012/3/18
2012,13,82,22.6513662,120.32301,0,0,0,0,0,,2012/3/19,2012/3/25
2012,16,82,22.6513662,120.32301,0,0,0,0,0,,2012/4/9,2012/4/15
2012,17,82,22.6513662,120.32301,0,0,0,0,0,,2012/4/16,2012/4/22
2012,18,82,22.6513662,120.32301,0,0,0,0,0,,2012/4/23,2012/4/29
2012,7,82,22.6513662,120.32301,0,0,0,0,0,,2012/2/6,2012/2/12
2005,10,83,22.651373,120.3165229,0,0,0,0,0,,2005/2/28,2005/3/6
2005,14,83,22.651373,120.3165229,0,0.02,2,0,20,,2005/3/28,2005/4/3
2005,18,83,22.651373,120.3165229,4,0,2,2.597402597,78,,2005/4/25,2005/5/1
2005,22,83,22.651373,120.3165229,2,0,2,1.25,16,,2005/5/23,2005/5/29
2005,27,83,22.651373,120.3165229,6,0.04,4,6.382978723,66,,2005/6/27,2005/7/3
2005,30,83,22.651373,120.3165229,16,0.1,6,10.81081081,358,,2005/7/18,2005/7/24
2005,32,83,22.651373,120.3165229,6,0.02,6,3.571428571,132,,2005/8/1,2005/8/7
2005,43,83,22.651373,120.3165229,8,0,4,9.756097561,110,,2005/10/17,2005/10/23
2006,10,83,22.651373,120.3165229,8,0,6,3.571428571,128,,2006/2/27,2006/3/5
2006,14,83,22.651373,120.3165229,5.454545455,0.018181818,5.454545455,5.555555556,16.36363636,,2006/3/27,2006/4/2
2006,18,83,22.651373,120.3165229,13.20754717,0.018867925,9.433962264,7.954545455,147.1698113,,2006/4/24,2006/4/30
2006,22,83,22.651373,120.3165229,13.20754717,0.037735849,9.433962264,9.722222222,137.7358491,,2006/5/22,2006/5/28
2006,38,83,22.651373,120.3165229,8.181818182,0.036363636,8.181818182,7.258064516,47.27272727,,2006/9/11,2006/9/17
2006,41,83,22.651373,120.3165229,11.70212766,0,8.510638298,11.45833333,162.7659574,,2006/10/2,2006/10/8
2006,51,83,22.651373,120.3165229,8,0.02,4,6.451612903,204,,2006/12/11,2006/12/17
2007,10,83,22.651373,120.3165229,4,0,4,4.081632653,38,,2007/3/5,2007/3/11
2007,12,83,22.651373,120.3165229,0,0,0,0,0,,2007/3/19,2007/3/25
2007,15,83,22.651373,120.3165229,0,0.04,0,0,0,,2007/4/9,2007/4/15
2007,17,83,22.651373,120.3165229,0,0,0,0,0,,2007/4/23,2007/4/29
2007,19,83,22.651373,120.3165229,5.660377358,0.094339623,3.773584906,8.823529412,7.547169811,,2007/5/7,2007/5/13
2007,2,83,22.651373,120.3165229,0,0,0,0,0,,2007/1/8,2007/1/14
2007,29,83,22.651373,120.3165229,18,0.12,12,12.16216216,274,,2007/7/16,2007/7/22
2007,32,83,22.651373,120.3165229,13.7254902,0.019607843,11.76470588,8.860759494,166.6666667,,2007/8/6,2007/8/12
2007,35,83,22.651373,120.3165229,12,0,10,10.81081081,84,,2007/8/27,2007/9/2
2007,37,83,22.651373,120.3165229,15.38461538,0,11.53846154,10.52631579,200,,2007/9/10,2007/9/16
2007,40,83,22.651373,120.3165229,8,0,8,9.090909091,52,,2007/10/1,2007/10/7
2007,5,83,22.651373,120.3165229,0,0,0,0,0,,2007/1/29,2007/2/4
2007,7,83,22.651373,120.3165229,1.851851852,0,1.851851852,2.941176471,22.22222222,,2007/2/12,2007/2/18
2007,9,83,22.651373,120.3165229,6,0,6,4.347826087,96,,2007/2/26,2007/3/4
2008,1,83,22.651373,120.3165229,5.882352941,0,5.882352941,6.976744186,49.01960784,,2008/1/1,2008/1/6
2008,11,83,22.651373,120.3165229,2,0,2,1.408450704,12,,2008/3/10,2008/3/16
2008,15,83,22.651373,120.3165229,4,0.02,4,3.225806452,24,,2008/4/7,2008/4/13
2008,19,83,22.651373,120.3165229,8,0.02,4,7.142857143,38,,2008/5/5,2008/5/11
2008,37,83,22.651373,120.3165229,8,0,6,6.060606061,36,,2008/9/8,2008/9/14
2008,4,83,22.651373,120.3165229,0,0,0,0,0,,2008/1/21,2008/1/27
2008,41,83,22.651373,120.3165229,6,0,6,4.166666667,36,,2008/10/6,2008/10/12
2008,43,83,22.651373,120.3165229,22,0.22,16,13.92405063,132,,2008/10/20,2008/10/26
2008,52,83,22.651373,120.3165229,5.769230769,0,1.923076923,4.545454545,19.23076923,,2008/12/22,2008/12/28
2009,11,83,22.651373,120.3165229,3.636363636,0,3.636363636,3.174603175,16.36363636,,2009/3/9,2009/3/15
2009,13,83,22.651373,120.3165229,0,0,0,0,0,,2009/3/23,2009/3/29
2009,15,83,22.651373,120.3165229,7.272727273,0,7.272727273,7.272727273,216.3636364,,2009/4/6,2009/4/12
2009,17,83,22.651373,120.3165229,3.773584906,0,3.773584906,3.278688525,49.05660377,,2009/4/20,2009/4/26
2009,19,83,22.651373,120.3165229,1.818181818,0,1.818181818,1.515151515,23.63636364,,2009/5/4,2009/5/10
2009,21,83,22.651373,120.3165229,3.846153846,0,3.846153846,3.703703704,71.15384615,,2009/5/18,2009/5/24
2009,24,83,22.651373,120.3165229,1.785714286,0,1.785714286,1.408450704,1.785714286,,2009/6/8,2009/6/14
2009,26,83,22.651373,120.3165229,18,0.02,12,19.14893617,70,,2009/6/22,2009/6/28
2009,27,83,22.651373,120.3165229,3.846153846,0,3.846153846,3.225806452,34.61538462,,2009/6/29,2009/7/5
2009,3,83,22.651373,120.3165229,2,0,2,2.5,18,,2009/1/12,2009/1/18
2009,30,83,22.651373,120.3165229,9.090909091,0,7.272727273,7.8125,74.54545455,,2009/7/20,2009/7/26
2009,7,83,22.651373,120.3165229,4,0,4,3.703703704,10,,2009/2/9,2009/2/15
2010,12,83,22.651373,120.3165229,0.980392157,0,0.980392157,0.819672131,10.78431373,,2010/3/15,2010/3/21
2010,15,83,22.651373,120.3165229,3.921568627,0,3.921568627,3.50877193,37.25490196,,2010/4/5,2010/4/11
2010,24,83,22.651373,120.3165229,27.45098039,0,21.56862745,29.78723404,264.7058824,,2010/6/7,2010/6/13
2010,25,83,22.651373,120.3165229,5.882352941,0.058823529,5.882352941,5.454545455,292.1568627,,2010/6/14,2010/6/20
2010,28,83,22.651373,120.3165229,7.843137255,0.049019608,6.862745098,5.839416058,150,,2010/7/5,2010/7/11
2010,29,83,22.651373,120.3165229,0,0,0,0,0,,2010/7/12,2010/7/18
2010,40,83,22.651373,120.3165229,24.79166667,0.05625,16.25,25.53648069,311.875,,2010/9/27,2010/10/3
2010,41,83,22.651373,120.3165229,2,0.02,2,2.43902439,26,,2010/10/4,2010/10/10
2010,42,83,22.651373,120.3165229,9.756097561,0.012195122,8.536585366,11.76470588,162.195122,,2010/10/11,2010/10/17
2010,43,83,22.651373,120.3165229,6.779661017,0,4.237288136,10.66666667,55.08474576,,2010/10/18,2010/10/24
2010,44,83,22.651373,120.3165229,3.149606299,0,1.57480315,4,33.07086614,,2010/10/25,2010/10/31
2010,48,83,22.651373,120.3165229,2.73556231,0,2.431610942,3.982300885,40.72948328,,2010/11/22,2010/11/28
2010,8,83,22.651373,120.3165229,7.843137255,0,7.843137255,5,56.8627451,,2010/2/15,2010/2/21
2010,9,83,22.651373,120.3165229,1.923076923,0.019230769,1.923076923,1.315789474,38.46153846,,2010/2/22,2010/2/28
2011,11,83,22.651373,120.3165229,0,0,0,0,0,,2011/3/7,2011/3/13
2011,16,83,22.651373,120.3165229,0,0,0,0,0,,2011/4/11,2011/4/17
2011,20,83,22.651373,120.3165229,0,0,0,0,0,,2011/5/9,2011/5/15
2011,22,83,22.651373,120.3165229,5.952380952,0.023809524,3.571428571,5.681818182,38.0952381,,2011/5/23,2011/5/29
2011,23,83,22.651373,120.3165229,2,0,2,2.380952381,6,,2011/5/30,2011/6/5
2011,31,83,22.651373,120.3165229,11.53846154,0,11.53846154,11.11111111,61.53846154,,2011/7/25,2011/7/31
2011,32,83,22.651373,120.3165229,2.222222222,0,2.222222222,3.571428571,2.222222222,,2011/8/1,2011/8/7
2011,39,83,22.651373,120.3165229,7.692307692,0,7.692307692,11.11111111,134.6153846,,2011/9/19,2011/9/25
2011,46,83,22.651373,120.3165229,7.142857143,0.017857143,5.357142857,14.28571429,51.78571429,,2011/11/7,2011/11/13
2011,48,83,22.651373,120.3165229,7.407407407,0.037037037,7.407407407,14.81481481,42.59259259,,2011/11/21,2011/11/27
2011,51,83,22.651373,120.3165229,10,0,10,10,70,,2011/12/12,2011/12/18
2011,9,83,22.651373,120.3165229,0,0,0,0,0,,2011/2/21,2011/2/27
2012,1,83,22.651373,120.3165229,0,0,0,0,0,,2012/1/1,2012/1/1
2012,11,83,22.651373,120.3165229,0,0,0,0,0,,2012/3/5,2012/3/11
2012,13,83,22.651373,120.3165229,0,0,0,0,0,,2012/3/19,2012/3/25
2012,15,83,22.651373,120.3165229,0.628930818,0,0.628930818,2.5,0,,2012/4/2,2012/4/8
2012,16,83,22.651373,120.3165229,4,0,4,9.090909091,0,,2012/4/9,2012/4/15
2012,17,83,22.651373,120.3165229,1.307189542,0,0.653594771,4.081632653,0,,2012/4/16,2012/4/22
2012,18,83,22.651373,120.3165229,4,0,4,5.405405405,24,,2012/4/23,2012/4/29
2012,20,83,22.651373,120.3165229,0,0,0,0,0,,2012/5/7,2012/5/13
2012,37,83,22.651373,120.3165229,25.37313433,0.029850746,17.41293532,24.75728155,160.199005,,2012/9/3,2012/9/9
2012,40,83,22.651373,120.3165229,0,0,0,0,0,,2012/9/24,2012/9/30
2012,6,83,22.651373,120.3165229,0,0,0,0,0,,2012/1/30,2012/2/5
2012,8,83,22.651373,120.3165229,4,0,4,7.692307692,66,,2012/2/13,2012/2/19
2012,9,83,22.651373,120.3165229,0,0,0,0,0,,2012/2/20,2012/2/26
2005,10,84,22.6509951,120.3215685,2,0.02,2,2.272727273,4,,2005/2/28,2005/3/6
2005,14,84,22.6509951,120.3215685,0,0.02,0,0,0,,2005/3/28,2005/4/3
2005,18,84,22.6509951,120.3215685,0,0.038461538,0,0,0,,2005/4/25,2005/5/1
2005,22,84,22.6509951,120.3215685,4,0,2,4.87804878,190,,2005/5/23,2005/5/29
2005,27,84,22.6509951,120.3215685,6,0.04,6,4.6875,60,,2005/6/27,2005/7/3
2005,30,84,22.6509951,120.3215685,16,0.02,6,11.5942029,92,,2005/7/18,2005/7/24
2005,32,84,22.6509951,120.3215685,4,0,4,3.50877193,70,,2005/8/1,2005/8/7
2005,43,84,22.6509951,120.3215685,12,0.24,4,40,42,,2005/10/17,2005/10/23
2005,52,84,22.6509951,120.3215685,0,0,0,0,0,,2005/12/19,2005/12/25
2006,14,84,22.6509951,120.3215685,1.818181818,0,1.818181818,1.162790698,27.27272727,,2006/3/27,2006/4/2
2006,18,84,22.6509951,120.3215685,15.38461538,0.019230769,9.615384615,8,165.3846154,,2006/4/24,2006/4/30
2006,22,84,22.6509951,120.3215685,11.32075472,0.113207547,11.32075472,8,169.8113208,,2006/5/22,2006/5/28
2006,45,84,22.6509951,120.3215685,1.470588235,0.014705882,1.470588235,1.369863014,5.882352941,,2006/10/30,2006/11/5
2006,46,84,22.6509951,120.3215685,0,0,0,0,0,,2006/11/6,2006/11/12
2006,48,84,22.6509951,120.3215685,1.492537313,0,1.492537313,0.970873786,4.47761194,,2006/11/20,2006/11/26
2006,9,84,22.6509951,120.3215685,1.694915254,0.016949153,1.694915254,1.694915254,3.389830508,,2006/2/20,2006/2/26
2007,10,84,22.6509951,120.3215685,0,0,0,0,0,,2007/3/5,2007/3/11
2007,12,84,22.6509951,120.3215685,0,0,0,0,0,,2007/3/19,2007/3/25
2007,15,84,22.6509951,120.3215685,0,0,0,0,0,,2007/4/9,2007/4/15
2007,17,84,22.6509951,120.3215685,0,0,0,0,0,,2007/4/23,2007/4/29
2007,19,84,22.6509951,120.3215685,2,0.04,2,1.351351351,178,,2007/5/7,2007/5/13
2007,29,84,22.6509951,120.3215685,18,0.02,10,9.278350515,314,,2007/7/16,2007/7/22
2007,3,84,22.6509951,120.3215685,0,0,0,0,0,,2007/1/15,2007/1/21
2007,35,84,22.6509951,120.3215685,20,0.12,18,15.625,438,,2007/8/27,2007/9/2
2007,37,84,22.6509951,120.3215685,15.68627451,0.019607843,13.7254902,10.52631579,203.9215686,,2007/9/10,2007/9/16
2007,40,84,22.6509951,120.3215685,13.20754717,0,9.433962264,12.28070175,211.3207547,,2007/10/1,2007/10/7
2007,47,84,22.6509951,120.3215685,14.28571429,0.071428571,12.5,8.080808081,175,,2007/11/19,2007/11/25
2007,5,84,22.6509951,120.3215685,0,0,0,0,0,,2007/1/29,2007/2/4
2007,52,84,22.6509951,120.3215685,0,0,0,0,0,,2007/12/24,2007/12/30
2007,7,84,22.6509951,120.3215685,0,0,0,0,0,,2007/2/12,2007/2/18
2008,11,84,22.6509951,120.3215685,2,0.02,2,1.492537313,60,,2008/3/10,2008/3/16
2008,14,84,22.6509951,120.3215685,7.843137255,0,7.843137255,7.547169811,60.78431373,,2008/3/31,2008/4/6
2008,19,84,22.6509951,120.3215685,4,0,4,2.857142857,20,,2008/5/5,2008/5/11
2008,26,84,22.6509951,120.3215685,9.803921569,0.039215686,9.803921569,5.555555556,135.2941176,,2008/6/23,2008/6/29
2008,4,84,22.6509951,120.3215685,4,0,4,3.125,26,,2008/1/21,2008/1/27
2008,52,84,22.6509951,120.3215685,0,0,0,0,0,,2008/12/22,2008/12/28
2009,11,84,22.6509951,120.3215685,7.843137255,0.117647059,0,8.163265306,76.47058824,,2009/3/9,2009/3/15
2009,12,84,22.6509951,120.3215685,4,0.04,4,4.651162791,40,,2009/3/16,2009/3/22
2009,14,84,22.6509951,120.3215685,3.636363636,0.072727273,3.636363636,3.448275862,23.63636364,,2009/3/30,2009/4/5
2009,17,84,22.6509951,120.3215685,0,0,0,0,0,,2009/4/20,2009/4/26
2009,19,84,22.6509951,120.3215685,1.923076923,0.038461538,1.923076923,1.754385965,5.769230769,,2009/5/4,2009/5/10
2009,21,84,22.6509951,120.3215685,3.921568627,0,1.960784314,5.405405405,47.05882353,,2009/5/18,2009/5/24
2009,23,84,22.6509951,120.3215685,0,0,0,0,0,,2009/6/1,2009/6/7
2009,25,84,22.6509951,120.3215685,3.846153846,0.019230769,3.846153846,4.081632653,19.23076923,,2009/6/15,2009/6/21
2009,3,84,22.6509951,120.3215685,0,0,0,0,0,,2009/1/12,2009/1/18
2009,30,84,22.6509951,120.3215685,9.615384615,0,7.692307692,11.36363636,67.30769231,,2009/7/20,2009/7/26
2009,45,84,22.6509951,120.3215685,10,0.22,4,7.352941176,82,,2009/11/2,2009/11/8
2009,7,84,22.6509951,120.3215685,0,0,0,0,0,,2009/2/9,2009/2/15
2010,12,84,22.6509951,120.3215685,0.980392157,0,0,0.826446281,32.35294118,,2010/3/15,2010/3/21
2010,19,84,22.6509951,120.3215685,1.923076923,0,1.923076923,1.587301587,15.38461538,,2010/5/3,2010/5/9
2010,29,84,22.6509951,120.3215685,4,0.02,4,8.695652174,24,,2010/7/12,2010/7/18
2010,30,84,22.6509951,120.3215685,4,0,4,3.50877193,16,,2010/7/19,2010/7/25
2010,39,84,22.6509951,120.3215685,5.34351145,0,3.816793893,6.194690265,71.75572519,,2010/9/20,2010/9/26
2010,40,84,22.6509951,120.3215685,7.516339869,0.006535948,6.862745098,11.55778894,130.7189542,,2010/9/27,2010/10/3
2010,42,84,22.6509951,120.3215685,14.28571429,0,11.68831169,15.49295775,129.8701299,,2010/10/11,2010/10/17
2010,44,84,22.6509951,120.3215685,0,0.019607843,0,0,0,,2010/10/25,2010/10/31
2010,48,84,22.6509951,120.3215685,3.225806452,0,3.225806452,4.255319149,20.96774194,,2010/11/22,2010/11/28
2010,51,84,22.6509951,120.3215685,1.984126984,0,1.984126984,2.617801047,24.20634921,,2010/12/13,2010/12/19
2010,8,84,22.6509951,120.3215685,0,0,0,0,0,,2010/2/15,2010/2/21
2010,9,84,22.6509951,120.3215685,1.923076923,0.019230769,1.923076923,1.694915254,11.53846154,,2010/2/22,2010/2/28
2011,12,84,22.6509951,120.3215685,4,0,4,8.695652174,20,,2011/3/14,2011/3/20
2011,17,84,22.6509951,120.3215685,0,0,0,0,0,,2011/4/18,2011/4/24
2011,20,84,22.6509951,120.3215685,0,0,0,0,0,,2011/5/9,2011/5/15
2011,21,84,22.6509951,120.3215685,3,0,2,3.614457831,11,,2011/5/16,2011/5/22
2011,26,84,22.6509951,120.3215685,2.631578947,0,2.105263158,2.747252747,24.73684211,,2011/6/20,2011/6/26
2011,36,84,22.6509951,120.3215685,6.818181818,0,6.818181818,6.25,18.18181818,,2011/8/29,2011/9/4
2011,39,84,22.6509951,120.3215685,0,0.066666667,0,0,0,,2011/9/19,2011/9/25
2011,43,84,22.6509951,120.3215685,4.95049505,0.01980198,3.96039604,6.172839506,48.51485149,,2011/10/17,2011/10/23
2011,44,84,22.6509951,120.3215685,4,0.4,4,6.060606061,96,,2011/10/24,2011/10/30
2011,45,84,22.6509951,120.3215685,2.380952381,0.023809524,2.380952381,3.846153846,11.9047619,,2011/10/31,2011/11/6
2011,46,84,22.6509951,120.3215685,14.28571429,0.006493506,8.441558442,16.66666667,112.987013,,2011/11/7,2011/11/13
2011,48,84,22.6509951,120.3215685,13.88888889,0.055555556,11.11111111,23.80952381,138.8888889,,2011/11/21,2011/11/27
2011,49,84,22.6509951,120.3215685,0,0.01369863,0,0,0,,2011/11/28,2011/12/4
2011,50,84,22.6509951,120.3215685,3.703703704,0,3.703703704,2.857142857,18.51851852,,2011/12/5,2011/12/11
2011,9,84,22.6509951,120.3215685,0,0,0,0,0,,2011/2/21,2011/2/27
2012,12,84,22.6509951,120.3215685,0,0,0,0,0,,2012/3/12,2012/3/18
2012,13,84,22.6509951,120.3215685,0.662251656,0,0.662251656,2.272727273,0,,2012/3/19,2012/3/25
2012,15,84,22.6509951,120.3215685,2,0,2,8.108108108,0,,2012/4/2,2012/4/8
2012,16,84,22.6509951,120.3215685,0,0,0,0,0,,2012/4/9,2012/4/15
2012,18,84,22.6509951,120.3215685,0,0,0,0,0,,2012/4/23,2012/4/29
2012,20,84,22.6509951,120.3215685,8,0,8,12.90322581,110,,2012/5/7,2012/5/13
2012,3,84,22.6509951,120.3215685,0.662251656,0.006622517,0.662251656,1.851851852,1.986754967,,2012/1/9,2012/1/15
2012,43,84,22.6509951,120.3215685,11.02941176,0.073529412,9.558823529,15.87301587,89.33823529,,2012/10/15,2012/10/21
2012,7,84,22.6509951,120.3215685,1.333333333,0,1.333333333,2.898550725,7.333333333,,2012/2/6,2012/2/12
2012,9,84,22.6509951,120.3215685,0.625,0,0.625,1.639344262,0,,2012/2/20,2012/2/26
2005,10,85,22.6594543,120.3212081,2,0.02,2,2.702702703,44,,2005/2/28,2005/3/6
2005,14,85,22.6594543,120.3212081,4,0.02,2,6.666666667,60,,2005/3/28,2005/4/3
2005,22,85,22.6594543,120.3212081,0,0,0,0,0,,2005/5/23,2005/5/29
2005,27,85,22.6594543,120.3212081,6,0,4,6,150,,2005/6/27,2005/7/3
2005,30,85,22.6594543,120.3212081,16,0.02,8,10.95890411,936,,2005/7/18,2005/7/24
2005,32,85,22.6594543,120.3212081,10,0.06,10,9.259259259,40,,2005/8/1,2005/8/7
2005,43,85,22.6594543,120.3212081,31.48148148,0.037037037,1.851851852,40.47619048,105.5555556,,2005/10/17,2005/10/23
2005,46,85,22.6594543,120.3212081,15.18987342,0.215189873,15.18987342,10.90909091,217.721519,,2005/11/7,2005/11/13
2005,47,85,22.6594543,120.3212081,6.666666667,0,6.666666667,7.070707071,65.71428571,,2005/11/14,2005/11/20
2005,52,85,22.6594543,120.3212081,2,0,2,2.083333333,26,,2005/12/19,2005/12/25
2006,1,85,22.6594543,120.3212081,4,0,4,3.03030303,22,,2006/1/1,2006/1/1
2006,14,85,22.6594543,120.3212081,1.923076923,0.057692308,1.923076923,1.538461538,34.61538462,,2006/3/27,2006/4/2
2006,18,85,22.6594543,120.3212081,18.51851852,0.074074074,11.11111111,12.34567901,166.6666667,,2006/4/24,2006/4/30
2006,22,85,22.6594543,120.3212081,19.23076923,0.096153846,11.53846154,11.76470588,167.3076923,,2006/5/22,2006/5/28
2006,40,85,22.6594543,120.3212081,21.05263158,0.119617225,18.66028708,15.60283688,357.4162679,,2006/9/25,2006/10/1
2006,45,85,22.6594543,120.3212081,0,0.028169014,0,0,0,,2006/10/30,2006/11/5
2006,48,85,22.6594543,120.3212081,5.747126437,0.045977011,5.747126437,3.521126761,52.87356322,,2006/11/20,2006/11/26
2006,51,85,22.6594543,120.3212081,1.818181818,0,1.818181818,1.408450704,14.54545455,,2006/12/11,2006/12/17
2007,10,85,22.6594543,120.3212081,3.921568627,0.019607843,3.921568627,3.125,13.7254902,,2007/3/5,2007/3/11
2007,12,85,22.6594543,120.3212081,0,0,0,0,0,,2007/3/19,2007/3/25
2007,15,85,22.6594543,120.3212081,0,0.019230769,0,0,0,,2007/4/9,2007/4/15
2007,17,85,22.6594543,120.3212081,9.615384615,0.019230769,5.769230769,8.474576271,84.61538462,,2007/4/23,2007/4/29
2007,19,85,22.6594543,120.3212081,10,0.02,8,9.259259259,206,,2007/5/7,2007/5/13
2007,20,85,22.6594543,120.3212081,3.921568627,0,3.921568627,4.081632653,115.6862745,,2007/5/14,2007/5/20
2007,27,85,22.6594543,120.3212081,22,0.06,14,10.78431373,320,,2007/7/2,2007/7/8
2007,3,85,22.6594543,120.3212081,0,0,0,0,0,,2007/1/15,2007/1/21
2007,34,85,22.6594543,120.3212081,18.5840708,0.053097345,11.50442478,11.35135135,199.1150442,,2007/8/20,2007/8/26
2007,37,85,22.6594543,120.3212081,13.33333333,0.016666667,11.66666667,9.302325581,65,,2007/9/10,2007/9/16
2007,39,85,22.6594543,120.3212081,14.51612903,0,11.29032258,10,127.4193548,,2007/9/24,2007/9/30
2007,5,85,22.6594543,120.3212081,0,0,0,0,0,,2007/1/29,2007/2/4
2007,7,85,22.6594543,120.3212081,0,0,0,0,0,,2007/2/12,2007/2/18
2008,1,85,22.6594543,120.3212081,4.814814815,0.014814815,4.444444444,4.180064309,105.1851852,,2008/1/1,2008/1/6
2008,14,85,22.6594543,120.3212081,3.773584906,0,1.886792453,3.076923077,52.83018868,,2008/3/31,2008/4/6
2008,19,85,22.6594543,120.3212081,10,0,10,8.064516129,40,,2008/5/5,2008/5/11
2008,24,85,22.6594543,120.3212081,9.803921569,0.058823529,5.882352941,7.246376812,147.0588235,,2008/6/9,2008/6/15
2008,4,85,22.6594543,120.3212081,0,0,0,0,0,,2008/1/21,2008/1/27
2008,50,85,22.6594543,120.3212081,2,0,2,1.538461538,26,,2008/12/8,2008/12/14
2008,52,85,22.6594543,120.3212081,1.960784314,0,1.960784314,2.43902439,5.882352941,,2008/12/22,2008/12/28
2009,11,85,22.6594543,120.3212081,0,0,0,0,0,,2009/3/9,2009/3/15
2009,13,85,22.6594543,120.3212081,4,0,4,3.389830508,30,,2009/3/23,2009/3/29
2009,14,85,22.6594543,120.3212081,1.785714286,0,1.785714286,1.923076923,44.64285714,,2009/3/30,2009/4/5
2009,17,85,22.6594543,120.3212081,4,0,4,5.405405405,34,,2009/4/20,2009/4/26
2009,19,85,22.6594543,120.3212081,11.53846154,0,11.53846154,7.692307692,65.38461538,,2009/5/4,2009/5/10
2009,20,85,22.6594543,120.3212081,6,0,6,7.142857143,158,,2009/5/11,2009/5/17
2009,23,85,22.6594543,120.3212081,9.615384615,0.019230769,5.769230769,7.936507937,111.5384615,,2009/6/1,2009/6/7
2009,25,85,22.6594543,120.3212081,9.615384615,0.019230769,9.615384615,6.41025641,88.46153846,,2009/6/15,2009/6/21
2009,3,85,22.6594543,120.3212081,0,0,0,0,0,,2009/1/12,2009/1/18
2009,30,85,22.6594543,120.3212081,18.18181818,0.218181818,14.54545455,13.51351351,236.3636364,,2009/7/20,2009/7/26
2009,31,85,22.6594543,120.3212081,23.63636364,0,12.72727273,20.63492063,352.7272727,,2009/7/27,2009/8/2
2009,7,85,22.6594543,120.3212081,0,0,0,0,0,,2009/2/9,2009/2/15
2010,12,85,22.6594543,120.3212081,9.708737864,0.029126214,6.796116505,7.194244604,77.66990291,,2010/3/15,2010/3/21
2010,17,85,22.6594543,120.3212081,9.803921569,0.019607843,9.803921569,11.11111111,103.9215686,,2010/4/19,2010/4/25
2010,28,85,22.6594543,120.3212081,5.825242718,0.048543689,3.883495146,5.660377358,178.6407767,,2010/7/5,2010/7/11
2010,29,85,22.6594543,120.3212081,12.28070175,0,10.52631579,8.536585366,317.5438596,,2010/7/12,2010/7/18
2010,30,85,22.6594543,120.3212081,7.843137255,0,5.882352941,8.163265306,131.372549,,2010/7/19,2010/7/25
2010,44,85,22.6594543,120.3212081,8.557457213,0.019559902,7.334963325,16.27906977,142.0537897,,2010/10/25,2010/10/31
2010,45,85,22.6594543,120.3212081,0,0,0,0,0,,2010/11/1,2010/11/7
2010,48,85,22.6594543,120.3212081,5.186721992,0.006224066,4.771784232,8.278145695,57.67634855,,2010/11/22,2010/11/28
2010,8,85,22.6594543,120.3212081,5.769230769,0,5.769230769,3.896103896,57.69230769,,2010/2/15,2010/2/21
2010,9,85,22.6594543,120.3212081,5.769230769,0.076923077,3.846153846,4.109589041,21.15384615,,2010/2/22,2010/2/28
2011,10,85,22.6594543,120.3212081,0,0,0,0,0,,2011/2/28,2011/3/6
2011,11,85,22.6594543,120.3212081,0,0,0,0,0,,2011/3/7,2011/3/13
2011,12,85,22.6594543,120.3212081,0,0,0,0,0,,2011/3/14,2011/3/20
2011,13,85,22.6594543,120.3212081,0,0,0,0,0,,2011/3/21,2011/3/27
2011,14,85,22.6594543,120.3212081,2,0,2,4.166666667,10,,2011/3/28,2011/4/3
2011,15,85,22.6594543,120.3212081,0,0,0,0,0,,2011/4/4,2011/4/10
2011,16,85,22.6594543,120.3212081,1.333333333,0,0.666666667,2.197802198,14.66666667,,2011/4/11,2011/4/17
2011,18,85,22.6594543,120.3212081,0,0,0,0,0,,2011/4/25,2011/5/1
2011,19,85,22.6594543,120.3212081,0,0,0,0,0,,2011/5/2,2011/5/8
2011,20,85,22.6594543,120.3212081,0,0,0,0,0,,2011/5/9,2011/5/15
2011,22,85,22.6594543,120.3212081,1.923076923,0,1.923076923,2.222222222,5.769230769,,2011/5/23,2011/5/29
