"","year","ISO","LiNo","latitude","longitude","Breteau_index","Aeg_aed_index","Res_index","Contain_index","Larvae_index","date","X","count","season"
"2003",2007,15,24,22.6432131,120.3154416,2,0,2,1.538461538,44,2007-04-09,"2007/4/15",0,"spring"
"2004",2007,17,24,22.6432131,120.3154416,2,0,2,1.639344262,84,2007-04-23,"2007/4/29",0,"spring"
"2005",2007,19,24,22.6432131,120.3154416,2,0,2,2.173913043,12,2007-05-07,"2007/5/13",0,"spring"
"2006",2007,35,24,22.6432131,120.3154416,16,0.28,8,11.11111111,122,2007-08-27,"2007/9/2",0,"summer"
"2007",2007,37,24,22.6432131,120.3154416,15.09433962,0,7.547169811,9.090909091,145.2830189,2007-09-10,"2007/9/16",0,"autumn"
"2008",2007,40,24,22.6432131,120.3154416,11.76470588,0,7.843137255,6.741573034,76.47058824,2007-10-01,"2007/10/7",0,"autumn"
"2009",2008,5,24,22.6432131,120.3154416,10,0,4,8.474576271,126,2008-01-28,"2008/2/3",0,"winter"
"2010",2008,10,24,22.6432131,120.3154416,0,0,0,0,0,2008-03-03,"2008/3/9",0,"spring"
"2011",2008,14,24,22.6432131,120.3154416,6,0,6,5.882352941,38,2008-03-31,"2008/4/6",0,"spring"
"2012",2008,18,24,22.6432131,120.3154416,4,0,4,3.50877193,20,2008-04-28,"2008/5/4",0,"spring"
"2013",2008,45,24,22.6432131,120.3154416,12,0,8,5.769230769,54,2008-11-03,"2008/11/9",1,"autumn"
"2014",2008,52,24,22.6432131,120.3154416,2,0,2,2.325581395,10,2008-12-22,"2008/12/28",0,"winter"
"2015",2009,2,24,22.6432131,120.3154416,2,0,2,1.818181818,10,2009-01-05,"2009/1/11",0,"winter"
"2016",2009,7,24,22.6432131,120.3154416,2,0,2,1.694915254,18,2009-02-09,"2009/2/15",0,"winter"
"2017",2009,11,24,22.6432131,120.3154416,4,0,4,3.571428571,40,2009-03-09,"2009/3/15",0,"spring"
"2018",2009,13,24,22.6432131,120.3154416,1.923076923,0,1.923076923,1.754385965,5.769230769,2009-03-23,"2009/3/29",0,"spring"
"2019",2009,15,24,22.6432131,120.3154416,1.818181818,0,1.818181818,1.234567901,12.72727273,2009-04-06,"2009/4/12",0,"spring"
"2020",2009,17,24,22.6432131,120.3154416,1.960784314,0,1.960784314,1.960784314,5.882352941,2009-04-20,"2009/4/26",0,"spring"
"2021",2009,19,24,22.6432131,120.3154416,9.615384615,0,5.769230769,10.63829787,109.6153846,2009-05-04,"2009/5/10",0,"spring"
"2022",2009,21,24,22.6432131,120.3154416,3.636363636,0,3.636363636,3.448275862,63.63636364,2009-05-18,"2009/5/24",0,"spring"
"2023",2009,24,24,22.6432131,120.3154416,3.773584906,0,3.773584906,3.125,20.75471698,2009-06-08,"2009/6/14",1,"summer"
"2024",2009,26,24,22.6432131,120.3154416,5.454545455,0,5.454545455,4.838709677,40,2009-06-22,"2009/6/28",0,"summer"
"2025",2009,30,24,22.6432131,120.3154416,9.433962264,0.094339623,7.547169811,8.196721311,83.01886792,2009-07-20,"2009/7/26",0,"summer"
"2026",2009,40,24,22.6432131,120.3154416,25,0.057692308,9.615384615,17.80821918,107.6923077,2009-09-28,"2009/10/4",0,"autumn"
"2027",2009,53,24,22.6432131,120.3154416,3.50877193,0.00877193,3.50877193,2.409638554,50,2009-12-28,"2009/12/31",0,"winter"
"2028",2010,8,24,22.6432131,120.3154416,3.846153846,0,3.846153846,4.166666667,13.46153846,2010-02-15,"2010/2/21",0,"winter"
"2029",2010,9,24,22.6432131,120.3154416,0,0,0,0,0,2010-02-22,"2010/2/28",0,"winter"
"2030",2010,12,24,22.6432131,120.3154416,6,0,6,5.660377358,36,2010-03-15,"2010/3/21",0,"spring"
"2031",2010,23,24,22.6432131,120.3154416,9.615384615,0,7.692307692,10,198.0769231,2010-05-31,"2010/6/6",0,"spring"
"2032",2010,39,24,22.6432131,120.3154416,17.31601732,0.038961039,11.68831169,21.16402116,189.6103896,2010-09-20,"2010/9/26",5,"autumn"
"2033",2010,40,24,22.6432131,120.3154416,13.37683524,0.024469821,9.624796085,20.44887781,150.4078303,2010-09-27,"2010/10/3",1,"autumn"
"2034",2010,41,24,22.6432131,120.3154416,6.153846154,0,3.846153846,7.207207207,82.30769231,2010-10-04,"2010/10/10",1,"autumn"
"2035",2010,44,24,22.6432131,120.3154416,5.882352941,0.039215686,5.882352941,10.71428571,135.2941176,2010-10-25,"2010/10/31",1,"autumn"
"2036",2010,48,24,22.6432131,120.3154416,1.226993865,0,1.226993865,1.960784314,5.521472393,2010-11-22,"2010/11/28",3,"autumn"
"2037",2010,49,24,22.6432131,120.3154416,2.158273381,0,2.158273381,3.680981595,15.82733813,2010-11-29,"2010/12/5",2,"autumn"
"2038",2010,50,24,22.6432131,120.3154416,1.960784314,0.019607843,1.960784314,3.448275862,33.33333333,2010-12-06,"2010/12/12",0,"winter"
"2039",2011,1,24,22.6432131,120.3154416,0.37593985,0,0.37593985,0.684931507,6.766917293,2011-01-01,"2011/1/2",0,"winter"
"2040",2011,2,24,22.6493216,120.3183249,0,0,0,0,0,2011-01-03,"2011/1/9",0,"winter"
"2041",2011,3,24,22.6432131,120.3154416,0,0,0,0,0,2011-01-10,"2011/1/16",0,"winter"
"2042",2011,7,24,22.6432131,120.3154416,0,0,0,0,0,2011-02-07,"2011/2/13",0,"winter"
"2043",2011,8,24,22.6432131,120.3154416,0,0,0,0,0,2011-02-14,"2011/2/20",0,"winter"
"2044",2011,9,24,22.6432131,120.3154416,4,0,4,6.666666667,46,2011-02-21,"2011/2/27",0,"winter"
"2045",2011,10,24,22.6432131,120.3154416,0,0,0,0,0,2011-02-28,"2011/3/6",0,"winter"
"2046",2011,14,24,22.6432131,120.3154416,2,0,2,3.448275862,24,2011-03-28,"2011/4/3",0,"spring"
"2047",2011,18,24,22.6432131,120.3154416,2,0,2,2.857142857,6,2011-04-25,"2011/5/1",0,"spring"
"2048",2011,22,24,22.6432131,120.3154416,1.219512195,0.024390244,1.219512195,1.111111111,18.29268293,2011-05-23,"2011/5/29",0,"spring"
"2049",2011,25,24,22.6432131,120.3154416,0,0,0,0,0,2011-06-13,"2011/6/19",0,"summer"
"2050",2011,26,24,22.6432131,120.3154416,1.492537313,0.014925373,1.492537313,1.25,4.47761194,2011-06-20,"2011/6/26",0,"summer"
"2051",2011,27,24,22.6432131,120.3154416,2,0.04,2,3.225806452,8,2011-06-27,"2011/7/3",0,"summer"
"2052",2011,32,24,22.6432131,120.3154416,13.20754717,0.037735849,7.547169811,16.27906977,67.9245283,2011-08-01,"2011/8/7",0,"summer"
"2053",2011,33,24,22.6432131,120.3154416,2,0,2,3.703703704,10,2011-08-08,"2011/8/14",0,"summer"
"2054",2011,37,24,22.6432131,120.3154416,200,0,100,4.081632653,1500,2011-09-05,"2011/9/11",0,"autumn"
"2055",2011,42,24,22.6432131,120.3154416,25.71428571,0.057142857,14.28571429,29.03225806,142.8571429,2011-10-10,"2011/10/16",1,"autumn"
"2056",2011,47,24,22.6432131,120.3154416,4,0.02,4,5.555555556,22,2011-11-14,"2011/11/20",4,"autumn"
"2057",2011,49,24,22.6432131,120.3154416,8,0,2,12.90322581,42,2011-11-28,"2011/12/4",4,"autumn"
"2058",2011,52,24,22.6432131,120.3154416,2,0,2,4.761904762,10,2011-12-19,"2011/12/25",2,"winter"
"2059",2012,5,24,22.6432131,120.3154416,0.641025641,0,0.641025641,1.098901099,2.564102564,2012-01-23,"2012/1/29",0,"winter"
"2060",2012,7,24,22.6432131,120.3154416,1.324503311,0,1.324503311,1.851851852,0,2012-02-06,"2012/2/12",0,"winter"
"2061",2012,8,24,22.6432131,120.3154416,7.246376812,0,4.347826087,12.5,72.46376812,2012-02-13,"2012/2/19",0,"winter"
"2062",2012,9,24,22.6432131,120.3154416,0,0,0,0,0,2012-02-20,"2012/2/26",0,"winter"
"2063",2012,11,24,22.6432131,120.3154416,1.333333333,0,1.333333333,4.545454545,0,2012-03-05,"2012/3/11",0,"spring"
"2064",2012,12,24,22.6432131,120.3154416,0.653594771,0,0.653594771,1.960784314,0,2012-03-12,"2012/3/18",0,"spring"
"2065",2012,13,24,22.6432131,120.3154416,2,0.02,2,2.564102564,10,2012-03-19,"2012/3/25",0,"spring"
"2066",2012,14,24,22.6432131,120.3154416,0.666666667,0,0.666666667,2.127659574,0,2012-03-26,"2012/4/1",0,"spring"
"2067",2012,17,24,22.6432131,120.3154416,0,0,0,0,0,2012-04-16,"2012/4/22",0,"spring"
"2068",2012,18,24,22.6432131,120.3154416,0,0,0,0,0,2012-04-23,"2012/4/29",0,"spring"
"2069",2012,21,24,22.6432131,120.3154416,2,0,2,3.846153846,16,2012-05-14,"2012/5/20",0,"spring"
"2070",2012,43,24,22.6432131,120.3154416,200,1,100,4.651162791,1100,2012-10-15,"2012/10/21",1,"autumn"
"2071",2012,47,24,22.6432131,120.3154416,8.085106383,0.017021277,5.957446809,13.19444444,40,2012-11-12,"2012/11/18",2,"autumn"
"2072",2005,10,25,22.6471059,120.2966989,0,0,0,0,0,2005-02-28,"2005/3/6",0,"winter"
"2073",2005,15,25,22.6471059,120.2966989,2,0.04,2,2.941176471,32,2005-04-04,"2005/4/10",0,"spring"
"2074",2005,19,25,22.6471059,120.2966989,2,0,2,1.5625,34,2005-05-02,"2005/5/8",0,"spring"
"2075",2005,23,25,22.6471059,120.2966989,9.803921569,0.039215686,7.843137255,8.333333333,264.7058824,2005-05-30,"2005/6/5",0,"spring"
"2076",2005,27,25,22.6471059,120.2966989,8,0.12,10,8.510638298,248,2005-06-27,"2005/7/3",1,"summer"
"2077",2005,30,25,22.6471059,120.2966989,14,0,8,8.75,72,2005-07-18,"2005/7/24",0,"summer"
"2078",2005,32,25,22.6471059,120.2966989,14,0.02,12,10.76923077,378,2005-08-01,"2005/8/7",0,"summer"
"2079",2005,39,25,22.6471059,120.2966989,25,0.125,12.5,16.66666667,487.5,2005-09-19,"2005/9/25",0,"autumn"
"2080",2005,44,25,22.6471059,120.2966989,8,0.14,8,5.714285714,54,2005-10-24,"2005/10/30",0,"autumn"
"2081",2005,52,25,22.6471059,120.2966989,0,0,0,0,0,2005-12-19,"2005/12/25",1,"winter"
"2082",2006,9,25,22.6471059,120.2966989,6,0,6,3.225806452,44,2006-02-20,"2006/2/26",0,"winter"
"2083",2006,14,25,22.6471059,120.2966989,1.851851852,0.018518519,1.851851852,1.886792453,14.81481481,2006-03-27,"2006/4/2",0,"spring"
"2084",2006,17,25,22.6471059,120.2966989,1.886792453,0,1.886792453,1.063829787,24.52830189,2006-04-17,"2006/4/23",0,"spring"
"2085",2006,22,25,22.6471059,120.2966989,7.692307692,0.019230769,7.692307692,4.597701149,117.3076923,2006-05-22,"2006/5/28",0,"spring"
"2086",2006,45,25,22.6471059,120.2966989,8,0,8,6.451612903,192,2006-10-30,"2006/11/5",4,"autumn"
"2087",2006,47,25,22.6471059,120.2966989,7.216494845,0,4.12371134,3.825136612,74.22680412,2006-11-13,"2006/11/19",0,"autumn"
"2088",2006,52,25,22.6471059,120.2966989,5.714285714,0.042857143,5.714285714,4.210526316,215.7142857,2006-12-18,"2006/12/24",1,"winter"
"2089",2007,1,25,22.6471059,120.2966989,0,0,0,0,0,2007-01-01,"2007/1/7",0,"winter"
"2090",2007,4,25,22.6471059,120.2966989,2,0,2,2.325581395,12,2007-01-22,"2007/1/28",0,"winter"
"2091",2007,7,25,22.6471059,120.2966989,0,0,0,0,0,2007-02-12,"2007/2/18",0,"winter"
"2092",2007,10,25,22.6471059,120.2966989,4,0.04,4,4.545454545,44,2007-03-05,"2007/3/11",0,"spring"
"2093",2007,12,25,22.6471059,120.2966989,2,0.02,2,1.204819277,42,2007-03-19,"2007/3/25",0,"spring"
"2094",2007,14,25,22.6471059,120.2966989,0,0,0,0,0,2007-04-02,"2007/4/8",0,"spring"
"2095",2007,16,25,22.6471059,120.2966989,1.960784314,0,1.960784314,2.173913043,54.90196078,2007-04-16,"2007/4/22",0,"spring"
"2096",2007,18,25,22.6471059,120.2966989,0,0,0,0,0,2007-04-30,"2007/5/6",0,"spring"
"2097",2007,24,25,22.6471059,120.2966989,20,0,14,19.23076923,442,2007-06-11,"2007/6/17",0,"summer"
"2098",2007,26,25,22.6471059,120.2966989,6,0,2,6.12244898,88,2007-06-25,"2007/7/1",0,"summer"
"2099",2007,34,25,22.6471059,120.2966989,10.71428571,0,7.142857143,7.594936709,89.28571429,2007-08-20,"2007/8/26",0,"summer"
"2100",2007,36,25,22.6471059,120.2966989,5.555555556,0,5.555555556,2.608695652,53.7037037,2007-09-03,"2007/9/9",0,"autumn"
"2101",2007,39,25,22.6471059,120.2966989,4,0,4,3.174603175,28,2007-09-24,"2007/9/30",0,"autumn"
"2102",2007,42,25,22.6471059,120.2966989,7.843137255,0,5.882352941,4.166666667,64.70588235,2007-10-15,"2007/10/21",0,"autumn"
"2103",2007,47,25,22.6471059,120.2966989,3.921568627,0.019607843,3.921568627,3.571428571,43.1372549,2007-11-19,"2007/11/25",1,"autumn"
"2104",2007,48,25,22.6471059,120.2966989,4,0,4,3.03030303,32,2007-11-26,"2007/12/2",0,"autumn"
"2105",2007,49,25,22.6471059,120.2966989,7.936507937,0,4.761904762,4.62962963,84.12698413,2007-12-03,"2007/12/9",0,"winter"
"2106",2007,50,25,22.6471059,120.2966989,0,0,0,0,0,2007-12-10,"2007/12/16",0,"winter"
"2107",2007,52,25,22.6471059,120.2966989,9.803921569,0.137254902,7.843137255,9.615384615,127.4509804,2007-12-24,"2007/12/30",0,"winter"
"2108",2008,4,25,22.6471059,120.2966989,2,0,2,1.960784314,24,2008-01-21,"2008/1/27",0,"winter"
"2109",2008,11,25,22.6471059,120.2966989,4,0,4,4.081632653,28,2008-03-10,"2008/3/16",0,"spring"
"2110",2008,13,25,22.6471059,120.2966989,1.960784314,0,1.960784314,1.639344262,11.76470588,2008-03-24,"2008/3/30",0,"spring"
"2111",2008,17,25,22.6471059,120.2966989,11.76470588,0.019607843,7.843137255,9.677419355,182.3529412,2008-04-21,"2008/4/27",0,"spring"
"2112",2008,19,25,22.6471059,120.2966989,16,0,8,13.79310345,96,2008-05-05,"2008/5/11",0,"spring"
"2113",2008,24,25,22.6471059,120.2966989,2,0,2,1.234567901,16,2008-06-09,"2008/6/15",0,"summer"
"2114",2008,49,25,22.6471059,120.2966989,7.547169811,0,5.660377358,3.96039604,90.56603774,2008-12-01,"2008/12/7",0,"winter"
"2115",2008,50,25,22.6471059,120.2966989,5,0,5,4.761904762,24,2008-12-08,"2008/12/14",0,"winter"
"2116",2008,51,25,22.6471059,120.2966989,2,0,2,2,62,2008-12-15,"2008/12/21",0,"winter"
"2117",2009,3,25,22.6471059,120.2966989,2,0,2,1.724137931,24,2009-01-12,"2009/1/18",0,"winter"
"2118",2009,4,25,22.6471059,120.2966989,1.923076923,0,1.923076923,1.694915254,17.30769231,2009-01-19,"2009/1/25",0,"winter"
"2119",2009,8,25,22.6471059,120.2966989,2,0,2,1.818181818,18,2009-02-16,"2009/2/22",0,"winter"
"2120",2009,11,25,22.6471059,120.2966989,1.960784314,0,1.960784314,2.564102564,17.64705882,2009-03-09,"2009/3/15",0,"spring"
"2121",2009,12,25,22.6471059,120.2966989,0,0,0,0,0,2009-03-16,"2009/3/22",0,"spring"
"2122",2009,14,25,22.6471059,120.2966989,1.960784314,0,1.960784314,2.222222222,9.803921569,2009-03-30,"2009/4/5",0,"spring"
"2123",2009,17,25,22.6471059,120.2966989,0,0,0,0,0,2009-04-20,"2009/4/26",0,"spring"
"2124",2009,19,25,22.6471059,120.2966989,2,0,2,2.702702703,10,2009-05-04,"2009/5/10",0,"spring"
"2125",2009,20,25,22.6471059,120.2966989,1.960784314,0.019607843,1.960784314,1.818181818,3.921568627,2009-05-11,"2009/5/17",0,"spring"
"2126",2009,23,25,22.6471059,120.2966989,3.921568627,0,3.921568627,2.985074627,60.78431373,2009-06-01,"2009/6/7",0,"summer"
"2127",2009,26,25,22.6471059,120.2966989,5.660377358,0,5.660377358,4.615384615,37.73584906,2009-06-22,"2009/6/28",0,"summer"
"2128",2009,29,25,22.6471059,120.2966989,0,0,0,0,0,2009-07-13,"2009/7/19",0,"summer"
"2129",2009,30,25,22.6471059,120.2966989,9.615384615,0,7.692307692,7.142857143,90.38461538,2009-07-20,"2009/7/26",0,"summer"
"2130",2010,6,25,22.6471059,120.2966989,1.960784314,0.019607843,1.960784314,2.702702703,3.921568627,2010-02-01,"2010/2/7",0,"winter"
"2131",2010,9,25,22.6471059,120.2966989,1.960784314,0.019607843,1.960784314,1.851851852,25.49019608,2010-02-22,"2010/2/28",0,"winter"
"2132",2010,11,25,22.6471059,120.2966989,3.921568627,0,3.921568627,3.921568627,33.33333333,2010-03-08,"2010/3/14",0,"spring"
"2133",2010,21,25,22.6471059,120.2966989,17.30769231,0.096153846,11.53846154,12.5,567.3076923,2010-05-17,"2010/5/23",0,"spring"
"2134",2010,23,25,22.6471059,120.2966989,9.803921569,0,9.803921569,7.936507937,182.3529412,2010-05-31,"2010/6/6",0,"spring"
"2135",2010,29,25,22.6471059,120.2966989,0,0,0,0,0,2010-07-12,"2010/7/18",0,"summer"
"2136",2010,30,25,22.6471059,120.2966989,5.660377358,0,5.660377358,5.769230769,43.39622642,2010-07-19,"2010/7/25",0,"summer"
"2137",2010,39,25,22.6471059,120.2966989,25.51319648,0.035190616,16.71554252,19.24778761,397.6539589,2010-09-20,"2010/9/26",7,"autumn"
"2138",2010,40,25,22.6471059,120.2966989,18.0952381,0.038095238,10.47619048,21.92307692,135.5555556,2010-09-27,"2010/10/3",0,"autumn"
"2139",2010,47,25,22.6471059,120.2966989,4.511278195,0,3.759398496,5.806451613,47.11779449,2010-11-15,"2010/11/21",6,"autumn"
"2140",2011,2,25,22.6471059,120.2966989,0.299850075,0,0.299850075,0.536193029,2.99850075,2011-01-03,"2011/1/9",0,"winter"
"2141",2011,3,25,22.6471059,120.2966989,1,0,1,2.325581395,15,2011-01-10,"2011/1/16",0,"winter"
"2142",2011,6,25,22.6471059,120.2966989,0,0,0,0,0,2011-01-31,"2011/2/6",0,"winter"
"2143",2011,7,25,22.6471059,120.2966989,0,0,0,0,0,2011-02-07,"2011/2/13",0,"winter"
"2144",2011,8,25,22.6471059,120.2966989,0,0,0,0,0,2011-02-14,"2011/2/20",0,"winter"
"2145",2011,9,25,22.6471059,120.2966989,1,0,1,2.380952381,2,2011-02-21,"2011/2/27",0,"winter"
"2146",2011,10,25,22.6471059,120.2966989,0,0,0,0,0,2011-02-28,"2011/3/6",0,"winter"
"2147",2011,11,25,22.6471059,120.2966989,1,0.01,1,2.083333333,10,2011-03-07,"2011/3/13",0,"spring"
"2148",2011,12,25,22.6471059,120.2966989,0,0,0,0,0,2011-03-14,"2011/3/20",0,"spring"
"2149",2011,13,25,22.6471059,120.2966989,0,0,0,0,0,2011-03-21,"2011/3/27",0,"spring"
"2150",2011,14,25,22.6471059,120.2966989,2,0,2,4.166666667,70,2011-03-28,"2011/4/3",0,"spring"
"2151",2011,15,25,22.6471059,120.2966989,0,0,0,0,0,2011-04-04,"2011/4/10",0,"spring"
"2152",2011,16,25,22.6471059,120.2966989,2,0,2,3.846153846,0,2011-04-11,"2011/4/17",0,"spring"
"2153",2011,17,25,22.6471059,120.2966989,50,0,50,2.702702703,1250,2011-04-18,"2011/4/24",0,"spring"
"2154",2011,18,25,22.6471059,120.2966989,0,0,0,0,0,2011-04-25,"2011/5/1",0,"spring"
"2155",2011,19,25,22.6471059,120.2966989,0,0,0,0,0,2011-05-02,"2011/5/8",0,"spring"
"2156",2011,20,25,22.6471059,120.2966989,2,0,2,2.702702703,20,2011-05-09,"2011/5/15",0,"spring"
"2157",2011,21,25,22.6471059,120.2966989,0,0,0,0,0,2011-05-16,"2011/5/22",0,"spring"
"2158",2011,22,25,22.6471059,120.2966989,4,0,4,3.846153846,4,2011-05-23,"2011/5/29",0,"spring"
"2159",2011,23,25,22.6471059,120.2966989,75,0.5,50,6.52173913,550,2011-05-30,"2011/6/5",0,"spring"
"2160",2011,24,25,22.6471059,120.2966989,6,0.02,2,6.818181818,40,2011-06-06,"2011/6/12",0,"summer"
"2161",2011,25,25,22.6471059,120.2966989,4,0,4,3.921568627,8,2011-06-13,"2011/6/19",0,"summer"
"2162",2011,26,25,22.6471059,120.2966989,9.433962264,0.037735849,9.433962264,11.36363636,56.60377358,2011-06-20,"2011/6/26",0,"summer"
"2163",2011,28,25,22.6471059,120.2966989,15.38461538,0,5.769230769,16.66666667,109.6153846,2011-07-04,"2011/7/10",1,"summer"
"2164",2011,29,25,22.6471059,120.2966989,8,0,8,7.843137255,48,2011-07-11,"2011/7/17",0,"summer"
"2165",2011,30,25,22.6471059,120.2966989,8,0.04,4,10.81081081,136,2011-07-18,"2011/7/24",0,"summer"
"2166",2011,31,25,22.6471059,120.2966989,300,0,100,18.75,3000,2011-07-25,"2011/7/31",0,"summer"
"2167",2011,32,25,22.6471059,120.2966989,8,0.02,6,7.692307692,46,2011-08-01,"2011/8/7",1,"summer"
"2168",2011,33,25,22.6471059,120.2966989,8,0,8,8.510638298,58,2011-08-08,"2011/8/14",1,"summer"
"2169",2011,34,25,22.6471059,120.2966989,8,0,8,11.42857143,70,2011-08-15,"2011/8/21",0,"summer"
"2170",2011,50,25,22.6471059,120.2966989,3.846153846,0,3.846153846,8.695652174,38.46153846,2011-12-05,"2011/12/11",5,"winter"
"2171",2011,51,25,22.6471059,120.2966989,2.857142857,0,2.857142857,5.970149254,25,2011-12-12,"2011/12/18",0,"winter"
"2172",2012,8,25,22.6471059,120.2966989,0.274725275,0,0.274725275,0.662251656,1.373626374,2012-02-13,"2012/2/19",0,"winter"
"2173",2012,12,25,22.6471059,120.2966989,4,0,2,8.333333333,60,2012-03-12,"2012/3/18",0,"spring"
"2174",2012,13,25,22.6471059,120.2966989,2,0,2,6.25,2,2012-03-19,"2012/3/25",0,"spring"
"2175",2012,15,25,22.6471059,120.2966989,4,0,4,5.405405405,34,2012-04-02,"2012/4/8",0,"spring"
"2176",2012,20,25,22.6471059,120.2966989,4,0,4,4.761904762,8,2012-05-07,"2012/5/13",0,"spring"
"2177",2012,28,25,22.6471059,120.2966989,12,0.04,12,18.18181818,164,2012-07-02,"2012/7/8",1,"summer"
"2178",2012,35,25,22.6471059,120.2966989,0,0,0,0,0,2012-08-20,"2012/8/26",0,"summer"
"2179",2012,39,25,22.6471059,120.2966989,14.36170213,0.010638298,13.29787234,17.53246753,154.787234,2012-09-17,"2012/9/23",1,"autumn"
"2180",2005,10,26,22.6466511,120.3053498,2,0,2,4.347826087,2,2005-02-28,"2005/3/6",0,"winter"
"2181",2005,14,26,22.6466511,120.3053498,0,0,0,0,0,2005-03-28,"2005/4/3",0,"spring"
"2182",2005,18,26,22.6466511,120.3053498,1.960784314,0.039215686,1.960784314,1.587301587,11.76470588,2005-04-25,"2005/5/1",0,"spring"
"2183",2005,23,26,22.6466511,120.3053498,10,0.02,8,10.41666667,532,2005-05-30,"2005/6/5",0,"spring"
"2184",2005,27,26,22.6466511,120.3053498,6,0,4,8.823529412,52,2005-06-27,"2005/7/3",0,"summer"
"2185",2005,30,26,22.6466511,120.3053498,12,0.04,8,10.52631579,466,2005-07-18,"2005/7/24",0,"summer"
"2186",2005,32,26,22.6466511,120.3053498,10,0.06,6,4.672897196,358,2005-08-01,"2005/8/7",0,"summer"
"2187",2005,44,26,22.6466511,120.3053498,14,0,10,10.29411765,258,2005-10-24,"2005/10/30",0,"autumn"
"2188",2005,52,26,22.6466511,120.3053498,6,0.08,6,5,90,2005-12-19,"2005/12/25",0,"winter"
"2189",2006,10,26,22.6466511,120.3053498,1.886792453,0.056603774,1.886792453,1.204819277,20.75471698,2006-02-27,"2006/3/5",0,"winter"
"2190",2006,14,26,22.6466511,120.3053498,7.692307692,0.019230769,7.692307692,4.761904762,130.7692308,2006-03-27,"2006/4/2",0,"spring"
"2191",2006,18,26,22.6466511,120.3053498,5.769230769,0.038461538,5.769230769,4.285714286,142.3076923,2006-04-24,"2006/4/30",0,"spring"
"2192",2006,22,26,22.6466511,120.3053498,7.843137255,0,7.843137255,5.063291139,82.35294118,2006-05-22,"2006/5/28",0,"spring"
"2193",2006,48,26,22.6466511,120.3053498,8,0.32,6,4.597701149,124,2006-11-20,"2006/11/26",2,"autumn"
"2194",2006,51,26,22.6466511,120.3053498,0,0,0,0,0,2006-12-11,"2006/12/17",0,"winter"
"2195",2007,2,26,22.6466511,120.3053498,1.960784314,0,1.960784314,1.818181818,15.68627451,2007-01-08,"2007/1/14",0,"winter"
"2196",2007,5,26,22.6466511,120.3053498,0,0,0,0,0,2007-01-29,"2007/2/4",0,"winter"
"2197",2007,7,26,22.6466511,120.3053498,2,0,2,1.694915254,4,2007-02-12,"2007/2/18",0,"winter"
"2198",2007,10,26,22.6466511,120.3053498,1.960784314,0,1.960784314,1.960784314,11.76470588,2007-03-05,"2007/3/11",0,"spring"
"2199",2007,12,26,22.6466511,120.3053498,0,0,0,0,0,2007-03-19,"2007/3/25",0,"spring"
"2200",2007,16,26,22.6466511,120.3053498,4,0,4,4.255319149,56,2007-04-16,"2007/4/22",0,"spring"
"2201",2007,18,26,22.6466511,120.3053498,4,0,2,3.076923077,118,2007-04-30,"2007/5/6",0,"spring"
"2202",2007,29,26,22.6466511,120.3053498,12,0,8,6.451612903,96,2007-07-16,"2007/7/22",0,"summer"
"2203",2007,33,26,22.6466511,120.3053498,9.803921569,0.019607843,5.882352941,7.352941176,154.9019608,2007-08-13,"2007/8/19",0,"summer"
"2204",2007,35,26,22.6466511,120.3053498,4,0,4,3.389830508,20,2007-08-27,"2007/9/2",0,"summer"
"2205",2007,36,26,22.6466511,120.3053498,19.60784314,0.333333333,13.7254902,12.5,321.5686275,2007-09-03,"2007/9/9",0,"autumn"
"2206",2007,40,26,22.6466511,120.3053498,11.53846154,0.153846154,7.692307692,7.407407407,198.0769231,2007-10-01,"2007/10/7",0,"autumn"
"2207",2007,42,26,22.6466511,120.3053498,30.64516129,0.112903226,12.90322581,20.65217391,154.8387097,2007-10-15,"2007/10/21",0,"autumn"
"2208",2007,44,26,22.6466511,120.3053498,7.142857143,0.035714286,3.571428571,3.174603175,80.35714286,2007-10-29,"2007/11/4",0,"autumn"
"2209",2007,47,26,22.6466511,120.3053498,13.46153846,0.019230769,7.692307692,15.55555556,178.8461538,2007-11-19,"2007/11/25",0,"autumn"
"2210",2007,50,26,22.6466511,120.3053498,0,0,0,0,0,2007-12-10,"2007/12/16",0,"winter"
"2211",2008,5,26,22.6466511,120.3053498,4,0,4,4.761904762,30,2008-01-28,"2008/2/3",0,"winter"
"2212",2008,11,26,22.6466511,120.3053498,0,0,0,0,0,2008-03-10,"2008/3/16",0,"spring"
"2213",2008,12,26,22.6466511,120.3053498,0,0,0,0,0,2008-03-17,"2008/3/23",0,"spring"
"2214",2008,16,26,22.6466511,120.3053498,5.940594059,0.02970297,4.95049505,4.137931034,152.4752475,2008-04-14,"2008/4/20",0,"spring"
"2215",2008,20,26,22.6466511,120.3053498,2,0,2,1.754385965,6,2008-05-12,"2008/5/18",0,"spring"
"2216",2008,27,26,22.6466511,120.3053498,21.56862745,0,9.803921569,12.94117647,115.6862745,2008-06-30,"2008/7/6",0,"summer"
"2217",2008,45,26,22.6466511,120.3053498,8.771929825,0,7.01754386,3.067484663,49.12280702,2008-11-03,"2008/11/9",1,"autumn"
"2218",2008,50,26,22.6466511,120.3053498,2.666666667,0.013333333,2.666666667,2.857142857,22.66666667,2008-12-08,"2008/12/14",0,"winter"
"2219",2008,51,26,22.6466511,120.3053498,0,0,0,0,0,2008-12-15,"2008/12/21",0,"winter"
